BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
HYD22_SC_221020_F_contig_4156.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_11362.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_213.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_23274.region001.gbk_region_1,C843207,BGC0001561.gbk_region_1,0.49,No (Directly observed)
AEO22_TC_220902_F_contig_2576.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_134942.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_237916.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_14549.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_4048.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_1049.region001.gbk_region_1,C843208,BGC0000871.gbk_region_1,0.48,No (Directly observed)
CHL22_CZ_220329_F_contig_78350.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_3185.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_10302.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_50064.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_167658.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LW180405_F_contig_377.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2674711.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1303040.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_5110.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_21391.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_F_contig_2451.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
FEN_GA_S_NODE_1804_length_2432_cov_3.773244.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_21435.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_3533.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_168259.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_72362.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_3041.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CI180408_F_contig_169.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_1653.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_7915_length_11780_cov_1.590406.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_MT170219_F_contig_27.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_1019_length_23022_cov_4.483424.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545384_k141_60477.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_154374.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_3140.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_45433.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_36147.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_6.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_642.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_849075.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_9513.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_421869.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_328773.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2011.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_17110.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_3653.region001.gbk_region_1,C843209,BGC0003005.gbk_region_1,0.33,No (Directly observed)
CR18_CV180410_S_contig_2477.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_32777.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_4974.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_89342.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_74158.region001.gbk_region_1,C843209,BGC0000359.gbk_region_1,0.5,No (Directly observed)
TR_230731_S_NODE_29956_length_2755_cov_5.743151.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_598988.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_81749.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1846519.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_959359.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_97.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_2113.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CZ180409_F_contig_5686.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LB180410_F_contig_9488.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_4501.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_BC180410_contig_9114.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_52632.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_22215.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_83922.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_7947.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_76151.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_80075.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_S_contig_11320.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_55115.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_6481.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_S_contig_21650.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_30678.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_TC170221_F_contig_5643.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_88321.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_14237.region001.gbk_region_1,C843207,BGC0002755.gbk_region_1,0.49,No (Directly observed)
CR18_LE180416_F_contig_1637.region001.gbk_region_1,C843207,BGC0001758.gbk_region_1,0.5,No (Directly observed)
HYD22_SC_221020_F_contig_116.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_5394.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1210802.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_S_contig_1666.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_2033.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_2499.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
FEN_GA_S_NODE_372_length_4884_cov_4.946159.region001.gbk_region_1,C843210,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_8.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
FEN_FE_F_NODE_481_length_4204_cov_3.000482.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_SP_221019_F_contig_29813.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_SL170214_F_contig_4578.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR19_LR_190628_S_contig_4114.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_55979.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_41662.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_S_contig_12694.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_113968.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_S_contig_17731.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_69181.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_28026.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_18831.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_384.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_6445.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_3373.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_4128.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_17282.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_100872.region001.gbk_region_1,C843209,BGC0000343.gbk_region_1,0.18,No (Directly observed)
CHL22_EQ_220330_F_contig_3940.region001.gbk_region_1,C843209,BGC0001502.gbk_region_1,0.19,No (Directly observed)
CHL22_CU_220402_F_contig_71688.region001.gbk_region_1,C843209,BGC0001502.gbk_region_1,0.35,No (Directly observed)
CHL22_CU_220402_F_contig_38647.region001.gbk_region_1,C843209,BGC0001502.gbk_region_1,0.39,No (Directly observed)
CHL22_CA_220323_F_contig_80597.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_S_contig_21978.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_22.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_29411.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_250.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_357.region001.gbk_region_1,C843208,BGC0000871.gbk_region_1,0.47,No (Directly observed)
CHL22_LC_220316_F_contig_34805.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_54333.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_21902.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_4553.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_2450.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_1601.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_331688.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_2111.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_12471.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_5041.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_26675.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_32238.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_138005.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
FEN_GA_F_NODE_6638_length_3796_cov_4.773590.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_14803.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_8676.region001.gbk_region_1,C843210,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_35534.region001.gbk_region_1,C843210,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_S_contig_31584.region001.gbk_region_1,C843210,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_153524.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_28615.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_544.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_113.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_BS180407_F_contig_11046.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_BS180407_F_contig_11784.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_22030.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_43990.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_4289.region002.gbk_region_2,C843207,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_232197.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_12276.region002.gbk_region_2,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_162300.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_39393.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_131039.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
FEN_FE_S_NODE_303_length_5024_cov_5.067418.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_15500.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_40041.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_48062.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_34136.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_63839.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_36086.region001.gbk_region_1,C843209,BGC0000945.gbk_region_1,0.49,No (Directly observed)
CHL22_PJ_220330_F_contig_62631.region001.gbk_region_1,C843209,BGC0001615.gbk_region_1,0.33,No (Directly observed)
CHL22_LP_220401_F_contig_27353.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_157001.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_3837.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_4951.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_8605.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_173.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_1866.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_5173.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_F_contig_18676.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_CW180415_F_contig_192.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_27717.region001.gbk_region_1,C843207,BGC0001758.gbk_region_1,0.46,No (Directly observed)
CR18_DS_F_contig_478.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_81314.region001.gbk_region_1,C843215,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_19233.region001.gbk_region_1,C843215,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_1212.region001.gbk_region_1,C843215,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_3597.region001.gbk_region_1,C843215,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_436.region001.gbk_region_1,C843215,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_37829.region004.gbk_region_4,C843215,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_4846.region004.gbk_region_4,C843215,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_59603.region001.gbk_region_1,C843211,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_57640.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_36810.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_26050.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
FEN_PI_S_NODE_92_length_29274_cov_25.566960.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_82326.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_S_contig_9032.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_S_contig_1826.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_22506.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_28706.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_YR180404_F_contig_30772.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_39777.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_90846.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_F_contig_425.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_1428.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_32407.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_170102.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_361828.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_2148.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_44514.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_74037.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_11664.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_24018.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_F_contig_5229.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CH20_GS_200305_F_contig_16.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_325343.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_86857.region001.gbk_region_1,C843207,BGC0002421.gbk_region_1,0.4,No (Directly observed)
CHL22_QN_220317_F_contig_193995.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_53824.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1619706.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1685158.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_7830.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_2993.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_10103.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_100504.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_15916.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_113304.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_82268.region001.gbk_region_1,C843207,BGC0001351.gbk_region_1,0.47,No (Directly observed)
CHL22_CA_220323_F_contig_80317.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_116982.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_21305.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_132168.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_2276.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_HA180403_F_contig_732.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_34435.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_100198.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_30642.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_108821.region001.gbk_region_1,C843214,None,0.51,Yes (No MIBiG connection)
CR18_CW180415_F_contig_309.region002.gbk_region_2,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_7938.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_26978.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_6756.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_80102.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_8296.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_11961.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_133806.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_42633.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_4507.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_2119.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_60890.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_8866.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_56365.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_35027.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_19702.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_2758.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_1777.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_33805.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_72451.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_5733.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
AEO22_BP2_220829_F_contig_34883.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_166544.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_96955.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_1607.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_116912.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
ISL21_GN1_210601_F_contig_379.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_59826.region001.gbk_region_1,C843210,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_47853.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_34391.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_29950.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_285.region001.gbk_region_1,C843209,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_1503.region001.gbk_region_1,C843207,BGC0002037.gbk_region_1,0.2,No (Directly observed)
FEN_LS_F_NODE_17404_length_2246_cov_4.751255.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_20763.region001.gbk_region_1,C843212,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_95048.region001.gbk_region_1,C843212,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_72483_length_2328_cov_1.272603.region001.gbk_region_1,C843207,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_262.region001.gbk_region_1,C843208,None,0.51,Yes (No MIBiG connection)
