BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
CHL22_EQ_220330_F_contig_52565.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_51800.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_7844.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_62409.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
EPR_CV79_k141_140741.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
AEO22_GV_220827_F_contig_245.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CR17_ES170215_1_F_contig_292.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_19990.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_252.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_21184.region002.gbk_region_2,C9502750,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_90424.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
HYD22_SP_221019_F_contig_10772.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_932.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_77581.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_1406.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_SL_190717_S_contig_4724.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_HC_220127_F_contig_414.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_SL_190717_S_contig_693.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
EPR_CV74_k141_228122.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_24200.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1337668.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_165382.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_13274.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_36250.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_TA_221020_F_contig_19584.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_36072.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_14321.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_293229.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_7503.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_5480.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_15474.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_101727.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_31673.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_28245_length_2898_cov_0.760736.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_12859_length_5686_cov_1.106314.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_S_contig_2389.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_31794.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_SP_221019_F_contig_6236.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
FEN_SP_F_NODE_1564_length_3469_cov_3.805800.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
FEN_CG_F_NODE_56_length_34706_cov_9.388012.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
FEN_SI_2_NODE_132_length_24788_cov_23.512473.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_620980.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_97029.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_12742.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_CI180408_S_contig_4431.region001.gbk_region_1,C9502749,BGC0000664.gbk_region_1,0.49,No (Directly observed)
AEO22_GV_220827_F_contig_523.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_16856.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_108773.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_S_contig_13950.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_436000.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_63861.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_3969_length_11482_cov_7.289300.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_11936.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CR18_CW180415_S_contig_7869.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_16485.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_23019.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_27853.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_F_contig_3148.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_HA180403_F_contig_15276.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_7734_length_11995_cov_11.957449.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_160_length_61631_cov_15.537656.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_6031_length_8615_cov_1.785462.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_183324.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CR19_GU_190718_F_contig_2052.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_89807.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_1950.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_43046.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_106613.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_98735.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_17043.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_79765.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_62466.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_9039_length_10661_cov_1.255933.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_2951_length_11252_cov_1.712000.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_LR_190628_S_contig_2389.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_17403.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_16765.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_RR180407_F_contig_31260.region001.gbk_region_1,C9502749,BGC0001456.gbk_region_1,0.48,No (Directly observed)
CHL22_CU_220402_F_contig_10879.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_12370.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_17550.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
FEN_GA_F_NODE_3727_length_6153_cov_5.954903.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_56221.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_12741_length_4899_cov_1.338013.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_543_length_84731_cov_26.968831.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_671238.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_9721_length_10100_cov_1.782914.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_TA_221020_F_contig_27389.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_33151.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_7645.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_GV_220827_F_contig_57341.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_17869.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_718_length_13290_cov_71.106611.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_1815_length_6394_cov_65.613504.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_23860.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_FR_221020_F_contig_18147.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_43431.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_1267.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_TL_220327_F_contig_159.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_PQ_220401_F_contig_502.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_13905.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1604327.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_98873.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR19_BR1_190716_S_contig_3248.region001.gbk_region_1,C9502759,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_43961.region001.gbk_region_1,C9502759,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_28366.region001.gbk_region_1,C9502759,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_24746.region001.gbk_region_1,C9502759,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_124647.region001.gbk_region_1,C9502759,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_16391.region001.gbk_region_1,C9502759,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_46194.region001.gbk_region_1,C9502759,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_21116.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_31372.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR19_SL_190717_S_contig_2002.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_16104.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_PX180416_S_contig_11237.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
CHL22_JR_220403_F_contig_828.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_28393.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_26825.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_32534.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_F_contig_36.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_S_contig_75.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_23417.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_4732.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_12135.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_121.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_132501.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_354.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_91539.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_12537.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_540834.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR19_BQ_190717_F_contig_415.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_1752.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_4296.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_113345.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_92813.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_421.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2597034.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
FEN_SI_2_NODE_2082_length_4922_cov_27.047668.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_42723.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_8526.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_10346.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2447339.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_14340.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_36803.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_37990.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_13601.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_26807.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CH20_TF_200303_F_contig_330.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_19672.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_35613.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_388512.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_33946.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_915.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_39175.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_6735.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_3417.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_68.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_17203.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_1070.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_277341.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_RCB_190612_F_contig_3132.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_13646.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_11785_length_5199_cov_1.041009.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_F_contig_11871.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_24644_length_2906_cov_1.052177.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_4431.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_DS_F_contig_2748.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_6914_length_2376_cov_3.102111.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_35225.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_199686.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_42929_length_2032_cov_3.188451.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_19717_length_3335_cov_2.305175.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_1901_length_23873_cov_2.990440.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_4118_length_19514_cov_1.418579.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_BC180410_contig_6910.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_36477.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_26663.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_29877.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_AC_190614_S_contig_7172.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_8724.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CR19_SG_190719_F_contig_5782.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_48652.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_ET_220322_F_contig_306.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_33820.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_42_length_206472_cov_5.160828.region002.gbk_region_2,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_IS_220328_F_contig_14721.region002.gbk_region_2,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_29064.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_GU_190718_S_contig_1096.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2404428.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1666833.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_83464.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_GU_190718_S_contig_3984.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_8578.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_12934.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_83799.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_37973.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_2_S_contig_1563.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_1_F_contig_455.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_55752.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_13669.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_29052.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_87491.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_27257.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_63567.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_72891.region001.gbk_region_1,C9502752,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_8298_length_8203_cov_5.211491.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_141998.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_88704.region001.gbk_region_1,C9502753,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_45548.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_79864.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_2721.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_XF180416_F_contig_117.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR19_GU_190718_S_contig_1465.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR19_GU_190718_F_contig_1487.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_998.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_BS180407_F_contig_44398.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_16354.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CH20_TP_200304_F_contig_826.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_5478.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_19036_length_2460_cov_3.771967.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_156_length_84229_cov_61.596347.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_12710_length_4460_cov_1.819294.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_4904_length_17074_cov_3.015873.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_902_length_27007_cov_6.647210.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_14009.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_10378.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_24216.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_77743.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
HYD22_FR_221020_F_contig_14741.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_30981.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_4386.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_36439.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_12409.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_3593.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_19311.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_1186.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_59160.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_25728.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_111610.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2797714.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR18_MC180404_S_contig_10848.region001.gbk_region_1,C9502751,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_21779.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_13_length_201877_cov_6.230473.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_49058.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_TA_221020_F_contig_7178.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
AEO22_GV_220827_F_contig_6963.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_338971.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_115169.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
CR19_GU_190718_S_contig_450.region001.gbk_region_1,C9502750,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_68997.region001.gbk_region_1,C9502749,None,0.51,Yes (No MIBiG connection)
