BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
CHL22_LA_220331_F_contig_17503.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_41874.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_146850.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_23995.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_1071.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.36,No (Directly observed)
CHL22_CZ_220329_F_contig_55902.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_831.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.45,No (Directly observed)
CHL22_CZ_220329_F_contig_25652.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_471_length_38380_cov_8.507971.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_767.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_14191.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_6589.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_127115.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.49,No (Directly observed)
CHL22_EQ_220330_F_contig_27164.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_25011.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.42,No (Directly observed)
CHL22_LC_220316_F_contig_109861.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_4577.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_100743.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_8758.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_120971.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_80703.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_4459_length_18399_cov_1.757607.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_9826.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_1284.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_30393.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_612.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_19428.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_11603.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_48372.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LB180410_S_contig_6327.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LW180405_S_contig_94.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_45275.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_28796.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_87127.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_410.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.35,No (Directly observed)
CHL22_OA_220325_F_contig_6962.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_2444.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_286.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2744.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_25184.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_6332.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_983.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_1984.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_19331_length_6005_cov_1.354883.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_9797.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_53618.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_393.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_21805_length_5498_cov_4.920127.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_ET170220_1_S_contig_90.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_12096.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_50815.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_4503.region001.gbk_region_1,C3338537,BGC0001647.gbk_region_1,0.49,No (Directly observed)
EPR_teddybear_k141_564139.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_43209.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_5157_length_16443_cov_1.027151.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_12122.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_155064.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_4813.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_455929.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_6965.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_8115.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_113950.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_ES170215_1_F_contig_10795.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_126016.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_28.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_PX180416_S_contig_1482.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_CW180415_F_contig_6368.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_CZ180409_F_contig_541.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_146936.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_72.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_BS_220902_F_contig_4284.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_RR180407_F_contig_212.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.35,No (Directly observed)
CHL22_CZ_220329_F_contig_18324.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_12547.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_PX180416_S_contig_23464.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_29748.region001.gbk_region_1,C3338537,BGC0002987.gbk_region_1,0.42,No (Directly observed)
AEO22_CF_220902_F_contig_9513.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_60048.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_91537.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_3182_length_24055_cov_1.562772.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_23052.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR19_BR1_190716_S_contig_2589.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_2955.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_8704.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_848471.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_496.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_63727.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_9302.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_109572.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_181017.region001.gbk_region_1,C3338537,BGC0001831.gbk_region_1,0.49,No (Directly observed)
CHL22_LP_220401_F_contig_55458.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_2022.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_119440.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.5,No (Directly observed)
CR18_LP180406_F_contig_9748.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_24361_length_2908_cov_0.653722.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_49166.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_4402_length_3243_cov_4.223338.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_35897.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_91792.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_29386.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_58175.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_36263.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_7796.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_95.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_55088.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1786781.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_185.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_HA180403_F_contig_16209.region001.gbk_region_1,C3338535,BGC0002547.gbk_region_1,0.42,No (Directly observed)
CHL22_LN_220321_F_contig_4289.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_12276.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_33594.region001.gbk_region_1,C3338538,BGC0001164.gbk_region_1,0.35,No (Directly observed)
CHL22_CC_220324_F_contig_18510.region001.gbk_region_1,C3338538,BGC0001164.gbk_region_1,0.3,No (Directly observed)
CHL22_EQ_220330_F_contig_38904.region001.gbk_region_1,C3338538,BGC0001164.gbk_region_1,0.4,No (Directly observed)
CHL22_PJ_220330_F_contig_28960.region001.gbk_region_1,C3338538,BGC0001160.gbk_region_1,0.45,No (Directly observed)
ARG19_IN_190223_S_contig_925.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_88954.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_95827.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_1849.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_1433.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_577444.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_F_contig_3105.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_1800.region001.gbk_region_1,C3338535,BGC0000256.gbk_region_1,0.4,No (Directly observed)
CR17_TC170221_S_contig_2997.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_3430.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_S_contig_323.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_8719.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_6629.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_TT_220331_F_contig_4113.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_4274.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_39287.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
ARG19_IN_190223_S_contig_10069.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_8064.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_PF170222_S_contig_8358.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_136512.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_19086.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
SJ_230730_S_NODE_3588_length_3605_cov_3.021825.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_29111.region001.gbk_region_1,C3338537,BGC0001186.gbk_region_1,0.47,No (Directly observed)
AEO22_LB_220827_F_contig_126075.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_4210.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_89631.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_S_contig_150.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_79924.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_10164.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_2785.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_18417.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_31440.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_59530.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_12865.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_73_length_97167_cov_11.058479.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_130.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_6223_length_14131_cov_1.500286.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_20342.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_320.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_85838.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_3737_length_9159_cov_3.599297.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_21914.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
FEN_LS_F_NODE_4_length_218411_cov_13.047294.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
FEN_GA_F_NODE_526_length_25828_cov_15.859039.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_808.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_102.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_110746.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LB180410_S_contig_10300.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_46476.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_80721.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_201006.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_193130.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_645671.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_32714_length_4104_cov_1.464923.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_652.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_26060.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_121438.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
NR_230731_F_NODE_31851_length_2445_cov_0.856773.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_3399.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_2311.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_3614.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_7004.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2417.region001.gbk_region_1,C3338536,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_F_contig_18.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_S_contig_55.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_TC170221_F_contig_1299.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_S_contig_17.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_MT170219_F_contig_3203.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR19_AC_190614_S_contig_4658.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_1_S_contig_12920.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_51756.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR19_LR_190628_S_contig_10520.region001.gbk_region_1,C3338537,BGC0000282.gbk_region_1,0.49,No (Directly observed)
CR17_FA170219_1_S_contig_10.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_485.region001.gbk_region_1,C3338537,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_43538.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_220619.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_52036.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_108466.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1161996.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_673668.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_101275.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_28824.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_526662.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_316.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_4494.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_282153.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_teddybear_k141_344926.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_37138.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_23766.region002.gbk_region_2,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_1073.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_S_contig_15825.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR19_BR2_190717_contig_237.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_53037.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_65325.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_99126.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2554.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_72.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_12133.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_2845.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_3132.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_109353.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_1705.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1502081.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_9677.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_8499.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_11689.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CH20_TF_200303_F_contig_812.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_120689.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_1084.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_26612.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_3.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_RS170216_F_contig_2985.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_9861.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_MT170219_F_contig_409.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1299746.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_13428.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_2847.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_850.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_F_contig_93.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_338167.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_79489.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_55334.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
EPR_CV88_k141_313220.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_7294.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_14070.region002.gbk_region_2,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_83.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_52129.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_71105.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2425.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_101107.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_60407.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_3757.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_14828.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_60465.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_35.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_95614.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_17273.region001.gbk_region_1,C3338535,None,0.51,Yes (No MIBiG connection)
