BGC ID,Louvain cluster,closest MIBiG BGC,distance to closest MIBiG,Is_0.51_Assigned
CHL22_LA_220331_F_contig_16253.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_12125.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_93770.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_75452.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
FEN_VR_S_NODE_1990_length_5989_cov_6.323222.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_33522.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_506.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_2986.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_814.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_7172.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_46601.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_24381.region001.gbk_region_1,C4401122,BGC0002698.gbk_region_1,0.42,No (Directly observed)
CHL22_LP_220401_F_contig_84073.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR18_YR180404_F_contig_2058.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_159760.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_15548.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1983445.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_40719.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
KJ_230721_F_NODE_51345_length_2978_cov_1.714135.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_2_S_contig_12642.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_14883.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_26988.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_2783.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1430431.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_2158.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_45127.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_505939.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_S_contig_5300.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_LW180405_S_contig_5276.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_S_contig_252.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_F_contig_114.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_2979.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_181.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1158252.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR17_MT170219_F_contig_3281.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1740743.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_LV_220331_F_contig_39174.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR17_SL170214_F_contig_192.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
AEO22_CF_220902_F_contig_1140.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_175.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_40354.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_F_contig_280.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR17_SL170214_S_contig_56.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_62917.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
FEN_BA_S_NODE_9_length_248479_cov_46.625527.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR19_BR2_190717_contig_17.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_149869.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR18_PS180405_S_contig_3089.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_131872.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_150112.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_34480.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_311.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_6097.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_1435.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_7426.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_109429.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_16625.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_15515.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_52418.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_5800.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_15953.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_HO_220830_F_contig_15525.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_115288.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR17_ES170215_1_F_contig_51.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_F_contig_1630.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR19_RCB_190612_F_contig_159.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR19_RCA_190612_F_contig_172.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
ARG19_VV_190228_F_contig_179.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_18656.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_16230.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_11702.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
FEN_LS_F_NODE_7343_length_4030_cov_3.673459.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_3388.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_68242.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_57194.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_160016.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_135722.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_22601.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_5348.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_5254.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2606857.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_41532.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_383.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_2779.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
CR19_GU_190718_S_contig_3799.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR19_SL_190717_S_contig_1923.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_27283.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_33245.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_292.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_TC170221_F_contig_4394.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_F_contig_302.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CH20_TF_200303_F_contig_289.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_627.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_1_S_contig_1008.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_3704.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_S_contig_10222.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_5496.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_2106545.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1528808.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_35153.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_50616.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_28210.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CA_220323_F_contig_198238.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_116619.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_151363.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_3045507.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
TR_230731_F_NODE_12949_length_4835_cov_2.231946.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_16198_length_4682_cov_13.013611.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
NR_230731_S_NODE_8478_length_4631_cov_1.588366.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_HA180403_F_contig_141.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_101512.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1875984.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1383430.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_60217.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_37124.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CR18_RC180404_S_contig_22510.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_2801.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_60750.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_16870.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_17258.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_15961.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
AEO22_GV_220827_F_contig_3520.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_43114.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_7069.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_48428.region001.gbk_region_1,C4401122,BGC0000610.gbk_region_1,0.49,No (Directly observed)
HYD22_SP_221019_F_contig_21.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
FEN_CA_F_NODE_1276_length_4161_cov_4.756454.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
HYD22_FC_221023_F_contig_48753.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
FEN_GA_F_NODE_6126_length_4038_cov_4.053979.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR17_TC170221_S_contig_7576.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_198.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_13757.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_11928.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_47114.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR19_RCA_190612_F_contig_1377.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_25206.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_29466.region001.gbk_region_1,C4401123,None,0.51,Yes (No MIBiG connection)
CHL22_SR_220328_F_contig_8101.region001.gbk_region_1,C4401123,None,0.51,Yes (No MIBiG connection)
CR18_CW180415_S_contig_168.region001.gbk_region_1,C4401123,None,0.51,Yes (No MIBiG connection)
FEN_SI_1_NODE_3036_length_4829_cov_5.067030.region001.gbk_region_1,C4401123,None,0.51,Yes (No MIBiG connection)
HYD22_SC_221020_F_contig_13063.region001.gbk_region_1,C4401123,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_52102.region001.gbk_region_1,C4401123,None,0.51,Yes (No MIBiG connection)
CR18_LW180405_F_contig_2306.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_CY170214_F_contig_4435.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR19_LR_190628_S_contig_193.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_12675.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_80353.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_15267.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_OA_220325_F_contig_69060.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_22756.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_31118.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_10410.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_TC170221_F_contig_5144.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_35235.region001.gbk_region_1,C4401122,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_12049.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_F_contig_1382.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_42447.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_35252.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_PR_220403_F_contig_18608.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_34188.region001.gbk_region_1,C4401119,BGC0002699.gbk_region_1,0.48,No (Directly observed)
CR18_LE180416_F_contig_3323.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
CHL22_PJ_220330_F_contig_5911.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_26950.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_18579.region001.gbk_region_1,C4401121,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_22050.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_6088.region001.gbk_region_1,C4401117,None,0.51,Yes (No MIBiG connection)
ARG19_VV_190228_F_contig_1457.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_7865.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_55507.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_QN170220_S_contig_165.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_20979_length_2568_cov_4.050139.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_1.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_7585.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_9385.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_676299.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_42928.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
ISL21_KR1_210530_F_contig_4759.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_AC_220827_F_contig_948.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_ER180415_S_contig_349.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_35771.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_CL180409_F_contig_28141.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_BS_220902_F_contig_1237.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_F_contig_10347.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_33500.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_GE180403_S_contig_37519.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_28492.region001.gbk_region_1,C4401116,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_32738.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_7676.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_31506.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_BW180407_F_contig_1710.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_F_contig_5402.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
CR18_SC180411_S_contig_161.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_95.region002.gbk_region_2,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_LR_220331_F_contig_40990.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1261624.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_6696.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR17_FA170219_1_S_contig_84.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
TR_230731_S_NODE_5555_length_11267_cov_2.819928.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545384_k141_161117.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_77504.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_26704.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_22289.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
AEO22_OS_220830_F_contig_1743.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_EQ_220330_F_contig_40826.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_JR_220403_F_contig_301.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR17_BR170218_2_S_contig_937.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_925408.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_19314.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CZ_220329_F_contig_84404.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
FEN_BA_S_NODE_1330_length_14191_cov_5.771222.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_LP180406_F_contig_8558.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR17_PG172224_F_contig_32.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_BC180410_contig_3101.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
EPR_riftia_k141_14626.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_ET_220322_F_contig_7140.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CU_220402_F_contig_62483.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
AEO22_BS_220902_F_contig_65.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR17_SI170217_S_contig_3121.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
AEO22_LB_220827_F_contig_5812.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CC_220324_F_contig_364.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CR_220324_F_contig_39898.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_GB_220322_F_contig_12579.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_2939.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_8041.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_3962.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_LN_220321_F_contig_258.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_LC_220316_F_contig_111694.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
FEN_LS_S_NODE_3810_length_9049_cov_3.467867.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_F_contig_916.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_1.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_CH_220319_F_contig_73481.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_RS_220319_F_contig_100.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_806.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CR18_LH180406_S_contig_3047.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
CHL22_LA_220331_F_contig_8074.region001.gbk_region_1,C4401119,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545388_k141_1324069.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_LE180416_S_contig_34560.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
AEO22_TC_220902_F_contig_44229.region001.gbk_region_1,C4401120,None,0.51,Yes (No MIBiG connection)
EPR_alvinella_k141_278493.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_QH170213_2_S_contig_2604.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_LP_220401_F_contig_36933.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_CV180410_S_contig_135.region001.gbk_region_1,C4401117,None,0.51,Yes (No MIBiG connection)
CHL22_QN_220317_F_contig_180824.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR18_CH180410_F_contig_12470.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_BO_220829_F_contig_56137.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
GUY_SRR21545382_k141_1701482.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CHL22_CN_220327_F_contig_3136.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
CR17_EP170215_S_contig_3317.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SP_221019_F_contig_399.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
HYD22_SF_221019_F_contig_10956.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
HYD22_FR_221020_F_contig_6316.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_SP_221019_F_contig_4462.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
HYD22_CB_221018_F_contig_3.region001.gbk_region_1,C4401115,None,0.51,Yes (No MIBiG connection)
AEO22_GV_220827_F_contig_16.region001.gbk_region_1,C4401118,None,0.51,Yes (No MIBiG connection)
